report_begin_date,report_end_date,report_date,published_Date,market_type,slug_id,slug_name,report_title,final_ind,report_narrative,special_notes,_section,published_date,grp,trans_Mode,commodity,district,origin,variety,properties,package,organic,environment,import/Export,asw_Flag,asw_date,season,package_count,1 lb units,ttd 10000 lb units,adjustments
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,3030.0,15150.0,2033.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Grapes,KERN DISTRICT CALIFORNIA,California-Central,,,19 lb cartons,No,,D (domestic),Week Ending,01/03/2026,2025.0,99560.0,1891640.0,103521.0,week ending amount
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Grapes,KERN DISTRICT CALIFORNIA,California-Central,,,19 lb cartons,No,,Exp (export),Week Ending,01/03/2026,2025.0,1539.0,29241.0,5797.0,week ending amount
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Sweet Potatoes,ATWATER LIVINGSTON CALIFORNIA,California-Central,,,40 lb cartons,No,,D (domestic),Add Week Ending,12/27/2025,2025.0,26.0,1040.0,1976.0,added for week ending amount on 12/27/2025
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Sweet Potatoes,ATWATER LIVINGSTON CALIFORNIA,California-Central,,,40 lb cartons,Yes,,D (domestic),Week Ending,01/03/2026,2025.0,169.0,6760.0,28.0,week ending amount
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Sweet Potatoes,ATWATER LIVINGSTON CALIFORNIA,California-Central,,,40 lb cartons,No,,D (domestic),Week Ending,01/03/2026,2025.0,21610.0,864400.0,1976.0,week ending amount
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,570.0,4560.0,1092.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,31998.0,255984.0,11482.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,692.0,3460.0,776.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1670.0,8350.0,776.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,2260.0,11300.0,1319.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,4532.0,36256.0,11482.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,4267.0,21335.0,2857.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,674.0,5392.0,1092.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,38272.0,306176.0,11482.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),,,2025.0,,7341.0,628.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,2680.0,13400.0,2351.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1907.0,9535.0,776.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1769.0,8845.0,1319.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,732.0,3660.0,1319.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,4476.0,22380.0,2351.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,565.0,2825.0,2857.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/28/2025,2025.0,,6270.0,628.0,added for 12/28/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/29/2025,2025.0,,6806.0,628.0,added for 12/29/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/30/2025,2025.0,,5432.0,628.0,added for 12/30/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/31/2025,2025.0,,2396.0,628.0,added for 12/31/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,No,,D (domestic),Add,12/31/2025,2025.0,,1557.0,17.0,added for 12/31/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),,,2025.0,,6202.0,628.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,6223.0,31115.0,2351.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,5521.0,27605.0,2857.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,No,,D (domestic),,,2025.0,,240.0,45.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,712.0,3560.0,2031.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,445.0,2225.0,2123.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,767.0,3835.0,587.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1571.0,7855.0,1317.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,573.0,2865.0,1086.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1138.0,5690.0,771.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,854.0,4270.0,773.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,480.0,2400.0,82.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3944.0,19720.0,2345.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,651.0,3255.0,2852.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,1564.0,12512.0,57292.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 12:11:23,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,6402.0,51216.0,11422.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),,,2025.0,,113.0,81.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,180.0,900.0,587.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,11210.0,56050.0,2343.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,862.0,4310.0,2851.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3090.0,15450.0,1086.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,3748.0,18740.0,2123.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,5685.0,28425.0,770.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,3363.0,16815.0,2030.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1679.0,8395.0,773.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1528.0,7640.0,1316.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,10166.0,81328.0,11417.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,2269.0,18152.0,8014.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 11:16:23,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,5116.0,40928.0,57291.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),Add,12/22/2025,2025.0,,61.0,81.0,added for 12/22/2025 on 12/30/2025
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/21/2025,2025.0,,11050.0,624.0,added for 12/21/2025 on 12/30/2025
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/22/2025,2025.0,,7708.0,624.0,added for 12/22/2025 on 12/30/2025
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/23/2025,2025.0,,11953.0,624.0,added for 12/23/2025 on 12/30/2025
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),Add,12/27/2025,2025.0,,20841.0,624.0,added for 12/27/2025 on 12/30/2025
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),,,2025.0,,4339.0,81.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,167.0,835.0,587.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Raspberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,132.0,660.0,3173.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3381.0,16905.0,2337.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,591.0,2955.0,2851.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,,,D (domestic),,,2025.0,2744.0,13720.0,55.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3474.0,17370.0,1084.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3454.0,17270.0,767.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,3965.0,19825.0,2029.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1012.0,5060.0,772.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1098.0,5490.0,1315.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,13886.0,111088.0,57287.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,523.0,4184.0,1091.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,6758.0,54064.0,11408.0,
12/29/2025,12/29/2025,12/30/2025,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/30/2025 12:18:52,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,2058.0,16464.0,8012.0,
