report_begin_date,report_end_date,report_date,published_Date,market_type,slug_id,slug_name,report_title,final_ind,report_narrative,special_notes,_section,published_date,grp,trans_Mode,commodity,district,origin,variety,properties,package,organic,environment,import/Export,asw_Flag,asw_date,season,package_count,1 lb units,ttd 10000 lb units,adjustments
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,PLAIN,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,2600.0,54600.0,11.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,OXNARD DISTRICT CALIFORNIA,California-South,CURLY,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,400.0,8400.0,41.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,OXNARD DISTRICT CALIFORNIA,California-South,PLAIN,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,500.0,10500.0,47.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,CURLY,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,2800.0,58800.0,11.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Bok Choy,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,30 lb cartons/crates,No,,D (domestic),,,2025.0,2200.0,66000.0,12.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Bok Choy,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,50 lb cartons/crates,No,,D (domestic),,,2025.0,1850.0,92500.0,14.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Spinach,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons bunched,No,,D (domestic),,,2025.0,400.0,8000.0,10.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Spinach,COACHELLA VALLEY CALIFORNIA,California-South,,,cartons bunched,No,,D (domestic),,,2025.0,5800.0,116000.0,195.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Celery,OXNARD DISTRICT CALIFORNIA,California-South,HEARTS,,cartons film bags,No,,D (domestic),,,2025.0,2320.0,64960.0,582.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Celery,SALINAS-WATSONVILLE CALIFORNIA,California-Central,HEARTS,,cartons film bags,Yes,,D (domestic),,,2025.0,2500.0,70000.0,1830.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Celery,COACHELLA VALLEY CALIFORNIA,California-South,HEARTS,,cartons film bags,Yes,,D (domestic),,,2025.0,560.0,15680.0,2.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Cauliflower,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons film wrapped,Yes,,D (domestic),,,2025.0,1200.0,30000.0,67.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Cauliflower,SANTA MARIA CALIFORNIA,California-Central,,,cartons film wrapped,No,,D (domestic),,,2025.0,7500.0,187500.0,4097.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Cauliflower,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons film wrapped,No,,D (domestic),,,2025.0,10650.0,266250.0,251.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Cauliflower,COACHELLA VALLEY CALIFORNIA,California-South,,,cartons film wrapped,No,,D (domestic),,,2025.0,5300.0,132500.0,366.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Leeks,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,cartons/crates bunched,No,,D (domestic),,,2025.0,672.0,13440.0,793.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,"Greens, Kale",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons/crates bunched,Yes,,D (domestic),,,2025.0,750.0,18750.0,2.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,CURLY,,cartons/crates/baskets bunched,Yes,,D (domestic),,,2025.0,1500.0,16500.0,27.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,PLAIN,,cartons/crates/baskets bunched,Yes,,D (domestic),,,2025.0,1800.0,19800.0,25.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,PLAIN,,cartons/crates/baskets bunched,No,,D (domestic),,,2025.0,2600.0,28600.0,6.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,CURLY,,cartons/crates/baskets bunched,No,,D (domestic),,,2025.0,2500.0,27500.0,6.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,"Greens, Kale",OXNARD DISTRICT CALIFORNIA,California-South,,,various containers bunched/loose,No,,D (domestic),,,2025.0,600.0,15000.0,148.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,"Lettuce, Red Leaf",COACHELLA VALLEY CALIFORNIA,California-South,,,cartons 24s,No,,D (domestic),,,2025.0,2200.0,44000.0,71.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,"Lettuce, Green Leaf",COACHELLA VALLEY CALIFORNIA,California-South,,,cartons 24s,No,,D (domestic),,,2025.0,4800.0,96000.0,230.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Anise,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons bunched 12s,No,,D (domestic),,,2025.0,1400.0,5600.0,2.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Anise,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons bunched 12s,Yes,,D (domestic),,,2025.0,300.0,1200.0,5.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Anise,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons bunched 24s,Yes,,D (domestic),,,2025.0,300.0,2400.0,6.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Anise,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons bunched 24s,No,,D (domestic),,,2025.0,1100.0,8800.0,3.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,"Greens, Kale",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons/crates bunched 24s,No,,D (domestic),,,2025.0,1200.0,30000.0,6.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Radishes,OXNARD DISTRICT CALIFORNIA,California-South,,,cartons/crates bunched 24s,No,,D (domestic),,,2025.0,350.0,7000.0,79.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Cilantro,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons/crates/baskets bunched 30s,Yes,,D (domestic),,,2025.0,3000.0,33000.0,42.0,
12/31/2025,01/01/2026,01/02/2026,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/02/2026 13:42:43,Specialty Crops,Truck,Cilantro,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons/crates/baskets bunched 30s,No,,D (domestic),,,2025.0,2200.0,24200.0,13.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Peppers, Bell Type",COACHELLA VALLEY CALIFORNIA,California-South,,GREEN,1 1/9 bushel cartons/crates,No,,D (domestic),,,2025.0,3500.0,98000.0,16009.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Peppers, Bell Type",COACHELLA VALLEY CALIFORNIA,California-South,,RED,1 1/9 bushel cartons/crates,No,,D (domestic),,,2025.0,10500.0,294000.0,9750.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Peppers, Bell Type",COACHELLA VALLEY CALIFORNIA,California-South,,YELLOW,1 1/9 bushel cartons/crates,No,,D (domestic),,,2025.0,400.0,11200.0,1027.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Peppers, Bell Type",COACHELLA VALLEY CALIFORNIA,California-South,,RED,1/2 cartons,No,,D (domestic),,,2025.0,6500.0,97500.0,1383.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,COACHELLA VALLEY CALIFORNIA,California-South,CROWN CUT,,20 lb cartons loose,No,,D (domestic),,,2025.0,2000.0,40000.0,172.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,CROWN CUT,,20 lb cartons loose,Yes,,D (domestic),,,2025.0,3000.0,60000.0,22.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,CROWN CUT,,20 lb cartons loose,No,,D (domestic),,,2025.0,5500.0,110000.0,103.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,SANTA MARIA CALIFORNIA,California-Central,CROWN CUT,,20 lb cartons loose,No,,D (domestic),,,2025.0,16400.0,328000.0,5886.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Brussels Sprouts,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,25 lb cartons,No,,D (domestic),,,2025.0,13988.0,349700.0,6165.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Brussels Sprouts,COACHELLA VALLEY CALIFORNIA,California-South,,,25 lb cartons,No,,D (domestic),,,2025.0,1000.0,25000.0,11.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Chinese Cabbage,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,NAPA,,30 lb cartons,No,,D (domestic),,,2025.0,850.0,25500.0,89.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Romaine",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,HEARTS,,40 lb cartons,Yes,,D (domestic),,,2025.0,9000.0,360000.0,240.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Romaine",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,HEARTS,,40 lb cartons,No,,D (domestic),,,2025.0,7124.0,284960.0,1284.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Romaine",COACHELLA VALLEY CALIFORNIA,California-South,,,40 lb cartons,No,,D (domestic),,,2025.0,1800.0,72000.0,592.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Romaine",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,40 lb cartons,No,,D (domestic),,,2025.0,1140.0,45600.0,255.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Cabbage,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,RED TYPE,,45 lb cartons,Yes,,D (domestic),,,2025.0,1600.0,72000.0,46.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Cabbage,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,ROUND GREEN TYPE,,45 lb cartons,Yes,,D (domestic),,,2025.0,2500.0,112500.0,120.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Cabbage,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,ROUND GREEN TYPE,,45 lb cartons,No,,D (domestic),,,2025.0,1000.0,45000.0,595.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Chinese Cabbage,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,NAPA,,50 lb cartons,No,,D (domestic),,,2025.0,450.0,22500.0,126.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Endive,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons,No,,D (domestic),,,2025.0,150.0,3750.0,3.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Escarole,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons,No,,D (domestic),,,2025.0,150.0,3750.0,3.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Artichokes,OXNARD DISTRICT CALIFORNIA,California-South,,,cartons,No,,D (domestic),,,2025.0,320.0,7360.0,840.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons,No,,D (domestic),,,2025.0,4500.0,103500.0,149.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons,Yes,,D (domestic),,,2025.0,6000.0,138000.0,75.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,COACHELLA VALLEY CALIFORNIA,California-South,,,cartons,No,,D (domestic),,,2025.0,2000.0,46000.0,123.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Broccoli,SANTA MARIA CALIFORNIA,California-Central,,,cartons,No,,D (domestic),,,2025.0,4300.0,98900.0,911.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Iceberg",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons,Yes,,D (domestic),,,2025.0,1200.0,60000.0,63.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Iceberg",IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons,No,,D (domestic),,,2025.0,6940.0,347000.0,530.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Iceberg",COACHELLA VALLEY CALIFORNIA,California-South,,,cartons,No,,D (domestic),,,2025.0,13000.0,650000.0,1279.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Artichokes,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,cartons,No,,D (domestic),,,2025.0,500.0,11500.0,1767.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Artichokes,COACHELLA VALLEY CALIFORNIA,California-South,,,cartons,No,,D (domestic),,,2025.0,7000.0,161000.0,175.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,"Lettuce, Boston",COACHELLA VALLEY CALIFORNIA,California-South,,,cartons,No,,D (domestic),,,2025.0,500.0,10000.0,12.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Celery,OXNARD DISTRICT CALIFORNIA,California-South,,,cartons/crates,No,,D (domestic),,,2025.0,18482.0,1108920.0,7660.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Celery,SANTA MARIA CALIFORNIA,California-Central,,,cartons/crates,No,,D (domestic),,,2025.0,10500.0,630000.0,7997.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Celery,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,cartons/crates,No,,D (domestic),,,2025.0,1800.0,108000.0,32.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Celery,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,cartons/crates,Yes,,D (domestic),,,2025.0,6000.0,360000.0,3488.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Cilantro,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,1075.0,22575.0,4.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,CURLY,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,900.0,18900.0,5.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Parsley,OXNARD DISTRICT CALIFORNIA,California-South,PLAIN,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,400.0,8400.0,46.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Parsley,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,PLAIN,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,850.0,17850.0,5.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Parsley,OXNARD DISTRICT CALIFORNIA,California-South,,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,200.0,4200.0,4.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Cilantro,OXNARD DISTRICT CALIFORNIA,California-South,,,1 1/9 bushel cartons/crates bunched,No,,D (domestic),,,2025.0,1200.0,25200.0,1137.0,
12/30/2025,12/30/2025,12/31/2025,,Movement,3119,EL_FV170,"EL CENTRO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,12/31/2025 12:43:32,Specialty Crops,Truck,Bok Choy,IMPERIAL VALLEY CALIFORNIA,California-Imperial Val,,,30 lb cartons/crates,No,,D (domestic),,,2025.0,200.0,6000.0,5.0,
