report_begin_date,report_end_date,published_Date,market_type,slug_id,slug_name,report_title,final_ind,report_date,special_notes,report_narrative,_section,community,commodity,published_date,variety,region,size,organic,environment,store_count,wtd_avg_price,prior_WK_store_count,prior_WK_wtd_avg_price,prior_YR_store_count,prior_YR_wtd_avg_price,price_Range,stores_with_Ads,wtd_Avg_Price,%_Marked_Local
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BARTLETT,Southwest,per lb,No,N/A,390.0,1.88,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BARTLETT,Southcentral,per lb,No,N/A,565.0,1.61,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BARTLETT,Southeast,per lb,No,N/A,936.0,1.82,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BARTLETT,Midwest,per lb,No,N/A,955.0,1.9,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BARTLETT,National,per lb,No,N/A,3229.0,1.82,3040.0,1.82,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BARTLETT,Alaska,per lb,Yes,N/A,3.0,2.18,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Southcentral,each,No,N/A,65.0,0.33,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,National,each,No,N/A,65.0,0.33,227.0,0.81,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Hawaii,per lb,No,N/A,7.0,1.99,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Alaska,per lb,No,N/A,11.0,2.49,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Southeast,per lb,No,N/A,34.0,1.49,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Southcentral,per lb,No,N/A,61.0,1.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Northeast,per lb,No,N/A,85.0,2.37,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Southwest,per lb,No,N/A,134.0,1.22,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,Midwest,per lb,No,N/A,158.0,1.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,BOSC,National,per lb,No,N/A,472.0,1.66,472.0,1.66,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,COMICE,Northwest,per lb,No,N/A,4.0,2.48,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,COMICE,Midwest,per lb,No,N/A,28.0,2.49,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,COMICE,Southcentral,per lb,No,N/A,159.0,2.32,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,COMICE,Southwest,per lb,No,N/A,184.0,2.48,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,COMICE,National,per lb,No,N/A,375.0,2.41,375.0,2.41,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southcentral,each,No,N/A,65.0,0.33,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Northeast,each,No,N/A,131.0,1.0,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,National,each,No,N/A,196.0,0.78,358.0,0.88,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southwest,per lb,No,N/A,73.0,1.49,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Northeast,per lb,No,N/A,80.0,1.61,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southcentral,per lb,No,N/A,91.0,1.72,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southeast,per lb,No,N/A,133.0,1.47,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Midwest,per lb,No,N/A,268.0,1.71,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,National,per lb,No,N/A,645.0,1.62,479.0,1.6,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Hawaii,per lb,Yes,N/A,4.0,3.87,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Northwest,per lb,Yes,N/A,22.0,2.77,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Midwest,per lb,Yes,N/A,67.0,2.77,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southcentral,per lb,Yes,N/A,75.0,2.77,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southeast,per lb,Yes,N/A,86.0,2.77,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Southwest,per lb,Yes,N/A,109.0,2.77,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,Northeast,per lb,Yes,N/A,122.0,2.77,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,D'ANJOU,National,per lb,Yes,N/A,481.0,2.77,481.0,2.77,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,RED TYPE,Alaska,per lb,No,N/A,11.0,2.49,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,RED TYPE,Southcentral,per lb,No,N/A,61.0,1.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,RED TYPE,Midwest,per lb,No,N/A,62.0,1.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,RED TYPE,National,per lb,No,N/A,123.0,1.69,123.0,1.69,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,RED TYPE,Midwest,per lb,Yes,N/A,96.0,1.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pears,12/23/2025 15:40:18,RED TYPE,National,per lb,Yes,N/A,96.0,1.69,96.0,1.69,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Persimmons,12/23/2025 15:40:18,N/A,Southwest,each,No,N/A,61.0,0.33,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Persimmons,12/23/2025 15:40:18,N/A,Southcentral,each,No,N/A,65.0,0.33,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Persimmons,12/23/2025 15:40:18,N/A,Northeast,each,No,N/A,183.0,1.25,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Persimmons,12/23/2025 15:40:18,N/A,National,each,No,N/A,309.0,0.87,309.0,0.87,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Persimmons,12/23/2025 15:40:18,N/A,Alaska,per lb,No,N/A,3.0,2.48,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Alaska,each,No,N/A,8.0,5.41,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Northwest,each,No,N/A,575.0,2.11,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Southwest,each,No,N/A,1013.0,3.06,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Southcentral,each,No,N/A,1124.0,2.36,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Midwest,each,No,N/A,1143.0,1.99,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Northeast,each,No,N/A,1556.0,2.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Southeast,each,No,N/A,3385.0,3.07,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,National,each,No,N/A,8796.0,2.71,8816.0,2.71,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,Southwest,per lb,No,N/A,349.0,0.72,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pineapples,12/23/2025 15:40:18,N/A,National,per lb,No,N/A,349.0,0.72,349.0,0.72,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Plantains,12/23/2025 15:40:18,N/A,Northeast,per lb,No,N/A,54.0,0.49,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Plantains,12/23/2025 15:40:18,N/A,Southcentral,per lb,No,N/A,95.0,0.92,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Plantains,12/23/2025 15:40:18,N/A,Southwest,per lb,No,N/A,164.0,0.75,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Plantains,12/23/2025 15:40:18,N/A,Southeast,per lb,No,N/A,277.0,0.79,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Plantains,12/23/2025 15:40:18,N/A,National,per lb,No,N/A,590.0,0.77,590.0,0.77,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Alaska,each,No,N/A,3.0,3.66,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Southeast,each,No,N/A,204.0,3.44,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Southwest,each,No,N/A,211.0,2.5,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Midwest,each,No,N/A,252.0,2.88,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Northeast,each,No,N/A,498.0,2.69,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Southcentral,each,No,N/A,581.0,3.1,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,National,each,No,N/A,1746.0,2.92,1746.0,2.92,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Hawaii,each,Yes,N/A,4.0,6.21,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Northwest,each,Yes,N/A,22.0,4.43,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Midwest,each,Yes,N/A,67.0,4.43,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Southeast,each,Yes,N/A,86.0,4.43,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Southwest,each,Yes,N/A,109.0,4.43,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Northeast,each,Yes,N/A,122.0,4.43,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,National,each,Yes,N/A,406.0,4.43,406.0,4.43,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,Southcentral,per lb,No,N/A,68.0,2.99,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Pomegranates,12/23/2025 15:40:18,N/A,National,per lb,No,N/A,68.0,2.99,68.0,2.99,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Alaska,6 oz package,No,N/A,11.0,3.5,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Northwest,6 oz package,No,N/A,211.0,2.88,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Southcentral,6 oz package,No,N/A,651.0,2.97,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Southwest,6 oz package,No,N/A,787.0,2.87,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Northeast,6 oz package,No,N/A,880.0,3.22,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Southeast,6 oz package,No,N/A,1104.0,3.2,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,Midwest,6 oz package,No,N/A,1263.0,3.02,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Raspberries,12/23/2025 15:40:18,N/A,National,6 oz package,No,N/A,4896.0,3.06,4752.0,3.05,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Satsumas,12/23/2025 15:40:18,N/A,Alaska,per lb,No,N/A,3.0,2.28,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Hawaii,1 lb package,No,N/A,3.0,8.99,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Southwest,1 lb package,No,N/A,61.0,4.99,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Southcentral,1 lb package,No,N/A,124.0,4.1,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Midwest,1 lb package,No,N/A,193.0,4.24,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Northeast,1 lb package,No,N/A,481.0,3.78,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Southeast,1 lb package,No,N/A,1628.0,4.1,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,National,1 lb package,No,N/A,2487.0,4.07,2431.0,4.08,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,Midwest,1 lb package,Yes,N/A,35.0,7.99,,,,,,,,
12/20/2025,12/26/2025,,Retail - Specialty Crops,3324,FVWRETAIL,National Retail Report - Specialty Crops (FVWRETAIL),Final,01/02/2026,,,Report Details,Fruit,Strawberries,12/23/2025 15:40:18,N/A,National,1 lb package,Yes,N/A,35.0,7.99,35.0,7.99,,,,,,
